Category ID,Category Name,Item Sort Order
,,Snyder's: Pretzel Sticks 3.5 oz Bag (CGD)
,,Nabisco: Lorna Doone Shortbread Cookies 4.5 oz Box (CGD)
,,Mrs. Freshley's: Chocolate Cupcake 4 oz pk (CGD)
,,Combos: Pizzeria Pretzel 6.3 oz Bag (CGD)
,,Combos: Buffalo Blue Cheese Pretzel 6.3 oz Bag (CGD)
,,Combos: Pepperoni Pizza Cracker 6.3 oz Bag (CGD)
,,Combos: Cheddar Cheese Pretzel 6.3 oz Bag (CGD)
,,Combos: Cheddar Cheese Cracker 6.3 oz Bag (CGD)
,,Royal Dansk: Luxury Wafers with Chocolate Creme Filling 12.3 oz Can (OGD)
,,Hostess: Ho-Ho's - Cream Filled Chocolate Cake 3 oz pk (CGD)
,,General Mills: Smores - Chocolate Marshmallow Treat 2.1 oz Bar (CGD)
,,Nabisco: Honey Maid Grahams 14.4 oz Box (CGD)
,,Hershey's: Popped Snack Mix 4 oz Bag (CGD)
,,Hershey's: Reese's Popped Snack Mix 4 oz Bag (CGD)
,,Mrs. Freshley: Oreo Brownie 3 oz Pk (CGD)
,,Combos: Ranch Dip Baked Pretzel 6.3 oz Bag (CGD)
,,Bon Appetit: Bear Claw 5 oz Pk (CGD)
,,Hostess: Cinnamon Roll Iced 4 oz pk (CGD)
,,Hostess: Jumbo Iced Honey Bun 4 oz pk (CGD)
,,Hostess: Jumbo Devil's Food Honey Bun 4 oz pk (CGD)
,,Hostess: Jumbo Glazed Honey Bun 4 oz pk (CGD)
,,Frito Lay: Rold Gold - Pretzel Original Thins 3 1/2 oz Bag
,,Hostess: Danish - Cream Cheese & Icing 5 oz pk (CGD)
,,Uncle Al's: Butter Cookies 5 oz pk (CGD)
,,Hershey's: Reese's Dipped Animal Crackets 4.25 oz Bag (CGD)
,,Kelloggs: Poptarts - Strawberry 3.3 oz pk (CGD)
,,Kelloggs: Poptarts - Blueberry 3.3 oz pk (CGD)
,,Kelloggs: Poptarts - Brown Sugar Cinnamon 3.3 oz pk (CGD)
,,General Mills: Chex Mix Bold Party Blend 4.5 oz Bag (CGD)
,,Combos: Nacho Cheese Pretzel 6.3 oz Bag (CGD)
,,Snyder's: Milk Chocolate Pretzel Dip 5 oz Bag (CGD)
,,Frito Lay: Smartfood - Simply Sea Salt Popcorn 1 5/8 oz Bag
,,General Mills: Chex Mix Traditional Party Blend oz Bag (CGD)
,,Keebler: Toast & Peanut Butter 1.8 oz pk (CGD)
,,Uncle Al's: Chocolate Chip Cookies 5 oz pk (CGD)
,,Benton's: Graham Crackers 14.4 oz Box (ALD)
,,General Mills: Chex Mix Cheddar Mix Blend 4.5 oz Bag (CGD)
,,Cheez-it: Extra Toasty 3 oz Bag (CGD)
,,Nutella: Hazelnut Spread & Breadsticks 1.8 oz Cup (CGD)
,,General Mills: Chex Mix Muddy Buddies Blend 4.5 oz Bag (CGD)
,,General Mills: Bugles Original 3 oz Bag (CGD)
,,General Mills: Bugles Nacho Cheese 3 oz Bag (CGD)
,,Cheez-It: Original Grab n' Go 1.5 oz Bag (CGD)
,,Linden's: Chocolate Chip Cookies 1.75 oz pk (CGD)
,,Cheez-It: Cheddar Jack - Grab n' Go 3 oz Bag (CGD)
,,RXBAR: Peanut Butter Chocolate 1.83 oz Protein Bar (CGD)
,,Prairie City : Ooey Goey Butter Cake Original 2oz(CGD)
,,Frito Lay: Grandma's Peanut Butter  Sandwich Cream Cookies 3.24 Oz
,,Frito Lay: Grandma's Vanilla Cream Sandwich Cream Cookies 3.24 Oz
,,Frito Lay: Grandma's Soft Baked Chocolate Brownie Cookies 2 7/8Oz
,,Frito Lay: Grandma's Soft Baked Oatmeal Raisin Cookies 2 7/8Oz
,,Frito Lay: Grandma's Soft Baked Chocolate Chip Cookies 2 7/8Oz
,,Frito Lay: Grandma's Soft Baked Peanut Butter Cookies 2 7/8Oz
,,Hostess: Strawberry Cup Cake 3.17 oz pk (CGD)
,,Nabisco: Oreo Loaded 2.54 Oz pk (CGD)
,,
23WTQ4XFT9K84,Groceries - Organic / Vegan / Gluten Free,Simply Nature: Organic Whole Wheat Spaghetti 16 oz Box (ALD)
,,Fillo's: Cuban Black Beans 10 oz pk (RFD)
,,Fillo's: Peruvian Lentils 10 oz pk (RFD)
,,Fillo's: Puerto Rican Pink Beans 10 oz pk (RFD)
,,Bakers Corner: Marshmallows 10 oz Pk (ALD)
,,
VC5EH35AJZSN6,Ice Cream Products,Popsicle: Jolly Rancher Ice Cream 3 oz Bar (GPD)
,,Breyers: Chocolate Ice Cream Pint Tub (GPD)
,,Breyers: Natural Vanilla Ice Cream Pint Tub (GPD)
,,Breyers: Cookies & Cream Ice Cream Pint Tub (GPD)
,,Breyers: Reese's Peanut Butter Cup Ice Cream Pint Tub (GPD)
,,Good Humor: Cookies & Cream Ice Cream Bar 4 oz (GPD)
,,Good Humor: Giant Cookie & Cream Ice Cream King Cone (GPD)
,,Good Humor: Giant Vanilla & Chocolate Ice Cream King Cone 8 oz (GPD)
,,Good Humor: Giant Sandwich Vanilla Ice Cream 6 oz (GPD)
,,Good Humor: Strawberry Shortcake Ice Cream Bar 4 oz (GPD)
,,Klondike: Gaint Original Ice Cream Bar 5.5 oz (GPD)
,,Magnum: Almond Ice Cream Bar 3.38 oz (GPD)
,,Magnum: Double Caramel Ice Cream Bar 3.38 oz (GPD)
,,Good Humor: Minion Ice Cream Popsicle Bar (GPD)
,,Nightingale: Chocolate Blackout Ice Cream Sandwich 5.4 oz pk (RFD)
,,Nightingale: Classic Ice Cream Sandwich 5.2 oz pk (RFD)
,,Nightingale: Cookie Monster Ice Cream Sandwich 5.3 oz pk (RFD)
,,Nightingale: Mango Lemonade Ice Cream Sandwich 5.2 oz pk (RFD)
,,Good Humor: Creamsicle Ice Cream Bar 2.7 oz (GPD)
,,Good Humor: Chocolate Eclair Ice Cream Bar 4 oz (GPD)
,,Popsicle: Spider-Man Ice Cream Bar 3.38 oz (GPD)
,,Popsicle: Sponge Bob Square Pants Ice Cream Bar 4 oz (GPD)
,,Snickers: Ice Cream Bar 2.8 oz (GPD)
,,Van Leeuwen: Classic Cookies & Cream Ice Cream 14 oz Tub (RFD)
,,Van Leeuwen: Classic Honeycomb Ice Cream 14 oz Tub (RFD)
,,Van Leeuwen: Classic Marionberry Cheesecake Ice Cream 14 oz Tub (RFD)
,,Van Leeuwen: Classic Mint Chip Ice Cream 14 oz Tub (RFD)
,,Nightingale: Key Lime Pie Ice Cream Sandwich 5.2 oz pk (RFD)
,,Nightingale: Strawberry Shortcake Ice Cream Sandwich 5.5 oz pk (RFD)
,,Van Leeuwen: Classic Vanilla Been Ice Cream 14 oz Tub (RFD)
,,Milk Bar: Birthday Cake Ice Cream 14 oz Tub (RFD)
,,Milk Bar: Cereal Milk Ice Cream 14 oz Tub (RFD)
,,Milk Bar: Cornflake Chocolate Chip Marshmallow Ice Cream 14 oz Tub (RFD)
,,Milk Bar: Pie Ice Cream 14 oz Tub (RFD)
,,Milk Bar: Chocolate Mint Cookies N Cream Ice Cream 14 oz Tub (RFD)
,,Nightingale: Cookie Butter Cheesecake Ice Cream Sandwhich 5.3 oz pk (RFD)
,,Nightingale: Apple Cider Ice Cream Sandwhich 5.2 oz pk (RFD)
,,Nightingale: Raspberry Croissant Ice Cream Sandwich 5.3 oz pk (RFD)
,,Nightingale: Gingerbread Caramel Ice Cream Sandwich 5.2 oz pk (RFD)
,,Nightingale: Banana Pudding Ice Cream Sandwich 5.3 oz pk (RFD)
,,Nightingale: Chocolate French Roast Ice Cream Sandwich 5.1 oz pk (RFD)
,,Little Debbie: Zebra Cakes Ice Cream Pint Tub (GPD)
,,Nightingale: Chocolate Peppermint Bark Ice Cream Sandwich 5.2 oz pk (RFD)
,,Van Leeuwen: Classic Choclate Caramel Cheesecake Ice Cream 14 oz Tub (RFD)
,,Turkey Hill: Ice Cream - Cookies & Cream 16 oz Pint Tub (GPD)
,,Turkey Hill: Ice Cream - Cookie Dough 16 oz Pint Tub (GPD)
,,Turkey Hill: Ice Cream - Chocolate 16 oz Pint Tub (GPD)
,,Turkey Hill: Ice Cream - Mint Chocolate Chip 16 oz Pint Tub (GPD)
,,Nightingale: Just Peachy Crisp Ice Cream Sandwich (RFD)
,,Turkey Hill: Ice Cream - Vanilla & Chocolate 16 oz Pint Tub (GPD)
,,Turkey Hill: Ice Cream - Vanilla Bean 16 oz Pint Tub (GPD)
,,Van Leeuwen: Classic Black Cherry Chip Ice Cream 14 oz Tub (RFD)
,,Little Debbie: Nutty Bar Ice Cream Pint Tub (GPD)
,,Milk Bar: Frozen Custard Peanut Butter Chocolate Ice Cream 14 oz Tub (RFD)
,,Van Leeuwen: Classic Dulce De Leche Brownie Ice Cream 14 oz Tub (RFD)
,,Breyers: Heath English Toffee Ice Cream Pint Tub (GPD)
,,Edys: Nestle Drumstick Ice Cream Pint Tub (GPD)
,,Edys: Nestle Cookie Dough Toll House Ice Cream Pint Tub (GPD)
,,Little Debbie: Starcruch Ice Cream Pint Tub (GPD)
,,Little Debbie: Strawberry Shortcake Ice Cream Pint Tub (GPD)
,,Little Debbie: Cosmic Brownie Ice Cream Pint Tub (GPD)
,,Van Leeuwen: Classic Pb Brownie Honeycomb Ice Cream 14 oz Tub (RFD)
,,Van Leeuwen: Classic Pistachio Ice Cream 14 oz Tub (RFD)
,,South Mountain: Vanilla Ice Cream 16 oz Tub (RFD)
,,South Mountain: Strawberry Ice Cream 16 oz Tub (RFD)
,,Trolli: Cherry Lemon Gummy Pop 3 Oz(GPD)
,,Nightingale: Lemon Meringue Ice Cream Sandwich 5.3 oz pk (RFD)
,,Nightingale: Brookie Dough Ice Cream Sandwich 5.3 oz pk (RFD)
,,Nightingale: Apple Cider Donut Ice Cream Sandwhich 5.3 oz pk (RFD)
,,Nightingale: Peppermint White Chocolate Ice Cream Sandwich 5.2 oz pk (RFD)
,,South Mountain Creamery: Sea Salted Caramel Ice Cream 16 oz Tub (RFD)
,,South Mountain Creamery: Coffee Ice Cream 16 oz Tub (RFD)
,,Homestead Creamery: Butter Caramel Toffee Ice Cream 14 oz Tub (RFD)
,,Homestead Creamery: Triple Chocolate Ice Cream 14 oz Tub (RFD)
,,Homestead Creamery: Blueberry Cheesecake Ice Cream 14 oz Tub (RFD)
,,
K87HF4E5S26AW,Meats & Poultry,Farm Fresh: GoldHen Large Eggs 12 pc / 1 Crtn (ALD)
,,Jack Link's: Original Beef Jerky 1.25 oz pk (CGD)
,,Jack Link's: Original Beef Jerky 3.25 oz pk (CGD)
,,Jack Link's: Peppered Beef Jerky 3.25 oz Pk (CGD)
,,Jack Link's: Sweet & Hot Beef Jerky 3.25 oz pk (CGD)
,,Jack Link's: Teriyaki Beef Jerky 1.25 oz pk (CGD)
,,Jack Link's: Teriyaki Beef Jerky 3.25 oz pk (CGD)
,,Penrose: Big Mama - Pickled Sausage 2.4 oz pk (CGD)
,,Penrose: Tijuana Mama - Pickled Sausage 2.4 oz pk (CGD)
,,Slim Jim: Original - Gaint Slim's 1 ct
,,Hormel: Spam Classic 12 oz Can (SGD)
,,Butterfield Farms: Roast Beef In Beef Broth 12 oz Can (SGD)
,,Appleton Farms: Thick Sliced Bacon 16 oz Pk (ALD)
,,Jack Link's: Peppered Beef Jerky 1.25 oz Pk (CGD)
,,Jack Link's: Jalapeno Beef Jerky 1.25 oz pk (CGD)
,,"The New Primal: Classic Beef Stick, Grass-Fed 1 oz pk (RFD)"
,,"The New Primal: Spicy Beef Stick, Grass-Fed 1 oz pk (RFD)"
,,Jack Link's: Jalapeno Beef Stick & Cheese 1.2 oz pk (CGD)
,,Jack Link's: Original Beef Stick & Cheese 1.2 oz pk (CGD)
,,
3XF30FDFHAEPT,Pasta/Rice,
,,
RN8RDG7EYG1V0,Snacks - Candy,Air Heads: Bites - Blue Raspberry 6 oz Bag (CGD)
,,Air Heads: Sourfuls Rainbow Berry 6 oz Bag (CGD)
,,Air Heads: Bites - Paradise Blends 6 oz Bag (CGD)
,,Air Heads: Bites - Original Fruit 6 oz Bag (CGD)
,,Air Heads: Xtremes Rainbow Berry 6 oz Bag (CGD)
,,Air Heads: Xtremes - Bluest Raspberry 2 oz pk (CGD)
,,Boyer: Mallo Cups 1.5 oz pk (CGD)
,,Breath Saver: Wintergreen .75 oz pk (CGD)
,,Breath Savers: Sugar-Free Spearmint 1.27 oz Pk (CGD)
,,Butterfinger: Crispety Crunchy 1.9 oz Bar (CGD)
,,Dove: Dark Chocolate 1.44 oz (CGD)
,,Ferrero: Rocher Fine Hazelnut Chocolates 1.30 oz pk (CGD)
,,Goetze's: Cow Tales with a Cream Center 1.00 OZ
,,Goldenberg's: Peanut Chews Milk Chocolatey Bar 2 oz Pk
,,Goldenberg's: Peanut Chews Original Dark  Bar 2 oz Pk
,,Haribo: Happy Cola 5 oz Bag (CGD)
,,Haribo: Funtastic Mix Gummies  5 oz Bag (CGD)
,,Haribo: Gold Bears - Original 5 oz Bag (CGD)
,,Haribo: Gummi Candy - Alphabet Letters 5 oz Bag (CGD)
,,Hershey's: Heath Toffee Bar 1.4 oz (CGD)
,,Hershey's: Almond Joy - Milk Chocolate & Coconut 1.61 oz (CGD)
,,Hershey's: Kisses - Milk Chocolate 4.84 oz Bag (CGD)
,,Hershey's: Milk Chocolate with Almonds 1.45 oz (CGD)
,,"Hershey's: Miniatures, Assorted 4.8 oz Bag (CGD)"
,,Hershey's: Rolo Candy 4.62 oz Bag (CGD)
,,Ice Breakers: Cool Mint 1.5 oz pk (CGD)
,,Jolly Rancher: Very Berry Gummies 6.5 oz Bag (CGD)
,,Jolly Rancher: Original Gummies 7 oz Bag (CGD)
,,Jolly Rancher: Hard Candy - Assorted 7 oz Bag (CGD)
,,Kit Kat: Chocolate Wafer Bar 1.5 oz
,,Kitkat: Duos
,,Life Savers: Neons Gummies 7oz Bag (CGD)
,,Life Savers: Sours Gummies 7 oz Bag (CGD)
,,Life Savers: 5 Flavor Gummies 7 oz Bag (CGD)
,,Life Savers: Collisions Gummies 7 oz Bag (CGD)
,,Life Savers: Exotics Gummies 7 oz Bag (CGD)
,,Life Savers: Wild Berries Gummies 7 oz Bag (CGD)
,,Mars: M&M Milk Chocolate 1.69 oz (CGD)
,,Mars: M&M Milk Chocolate 5.3 oz Bag (CGD)
,,Mars: M&M Peanut Butter Chocolate Candies 1.63 oz Bag (CGD)
,,Mars: M&M Peanut Chocolate 1.74 oz (CGD)
,,Mars: M&M Peanut Chocolate 5.3 oz Bag (CGD)
,,Mamba: Multi-Flavored Regular 2.8 oz 3-6 pk (CGD)
,,Mamba: Multi-Flavored Tropics 2.8 oz 3-6 pk (CGD)
,,Mamba: Multi-Flavored Sour 2.8 oz 3-6 pk (CGD)
,,Mentos: Chewy Mint - Cinnamon Fresh 1.32 oz Roll (CGD)
,,Mentos: Chewy Mint - Green Apple 1.32 oz Roll (CGD)
,,Mentos: Chewy Mint - Mixed Fruit 1.32 oz Roll (CGD)
,,Mentos: Chewy Mint - Mint 1.32 oz Roll (CGD)
,,Milky Way: Bar 1.84 OZ
,,Nerds: Big Chewy 6 oz Bag (CGD)
,,Mike and Ike: Mega Mix 5 oz Bag (CGD)
,,Nerds: Gummy Clusters Rainbow 5 oz Bag (CGD)
,,Nestle: Crunch - Chocolate Crisped Rice 1.55 oz Bar
,,Now & Later: Apple 6 ct Pk (CGD)
,,Now & Later: Banana 6 ct Pk (CGD)
,,Now & Later: Blue Raspberry 6 ct Pk (CGD)
,,PayDay: Peanut Caramel Bar 1.85 oz Pk (CGD)
,,Hershey's: Reese's 2 Peanut Butter Cups 1.5 oz pk (CGD)
,,Hershey's: Reese's Peanut Butter Cups King Size 4 / 2.8 oz pk (CGD)
,,Hershey's: Reese's Peanut Butter Cups Miniatures 5.3 oz Bag (CGD)
,,Mars: Snickers Mini Pieces 4.4 oz Bag (CGD)
,,Hershey's: Reese's Snack Cake 2.75 oz pk (CGD)
,,Skittles: Original Fruit Chews 2.17 oz pk (CGD)
,,Skittles: Original Fruit Bite Size Candies 7.2 oz Bag (CGD)
,,Skittles: Original Gummies 5.8 oz Bag (CGD)
,,Skittles: Sour Bite Size 1.8 oz pk (CGD)
,,Skittles: Wild Berry 2.17 oz Pk (CGD)
,,Skittles: Sour Gummies 5.8 oz Bag (CGD)
,,Skittles: Wild Berry Gummies 5.8 oz Bag (CGD)
,,Snickers: Chocolate King Size 2 to Go 3.29 oz Bar (CGD)
,,Snickers: Chocolate 1.86 oz Bar (CGD)
,,Sour Jacks: Green Apple 5 oz Bag (CGD)
,,Sour Jacks: Original Sour Wedges 5 oz Bag (CGD)
,,Sour Jacks: Wildberry 5 oz Bag (CGD)
,,Mondelez: Sour Patch Kids - Blue Raspberry 8 oz Bag (CGD)
,,Mondelez: Sour Patch Kids - Big Heads 8 oz Bag (CGD)
,,Mondelez: Sour Patch Kids - Watermelon 8 oz Bag (CGD)
,,American Licorice: Sour Punch - Blue Raspberry Bites 5 oz Bag (CGD)
,,American Licorice: Sour Punch - Rainbow Straws 2 oz pk (CGD)
,,American Licorice: Sour Punch - Strawberry Straws 2 oz pk (CGD)
,,American Licorice: Sour Punch - Grape Straws 2 oz pk (CGD)
,,American Licorice: Sour Punch - Watermelon Straws 2 oz pk (CGD)
,,Spicy Guys: Extra Spicy Pretzels 2.25 oz Bag
,,Starburst: Mini Fav Red 8 oz Bags (CGD)
,,Starburst: Original 2.07 oz (CGD)
,,Starburst: Original Fruit Chews 7.2 oz Bag (CGD)
,,Starburst: Airs Gummies 4.3 oz Bag (CGD)
,,Starburst: Orginal Gummies Share Size 3.5p0 oz Bag (CGD)
,,Starburst: Sour Berries Gummies 5.8 oz Bag (CGD)
,,Starburst: Sour Gummies 5 oz Bag (CGD)
,,Starburst: Swirlers Chewy Sticks 2.96 oz Bag (CGD)
,,Jolly Rancher: Gummie Sours 6.5 oz Bag (CGD)
,,Swedish Fish: Mini Tropical 8 oz Bag (CGD)
,,Swedish Fish: Tails 8 oz Bag (CGD)
,,Swedish Fish: Red Original Soft & Chewy 8 oz Bag (CGD)
,,Tic Tac: Big Berry 1 oz Box (CGD)
,,Tic Tac: Fresh Mint 1 oz Box (CGD)
,,Trolli: Sweet Peachie-O's 4.25 oz Bag (CGD)
,,Trolli: Sour Brite Crawlers 5 oz Bag (CGD)
,,Trolli: Sour Brite - Octopus 4.25 oz Bag (CGD)
,,Trolli: Fruit Punch - Sour Brite Crawlers 5 oz Bag (CGD)
,,Trolli: Very Berry - Sour Brite Crawlers 5 oz Bag (CGD)
,,Twix: Caramel Cookie Bar 4 to Go 3.02 oz Pk (CGD)
,,Hershey's: Twizzlers Strawberry Twists 7 oz Bag (CGD)
,,Hershey's: Twizzlers Strawberry Twists 2.5 oz Pk (CGD)
,,Werther's: Original Hard Candy 1.8 oz pk
,,Hershey's: York Peppermint Pattie 1.4 oz Pk (CGD)
,,Life Savers: 5 Flavors Hard Candy
,,Hubba Bubba: Strawberry Watermelon 5 ct Pk (CGD)
,,Hershey's: Reese's Nutrageous 1.66 oz pk (CGD)
,,Razzles 1.4 oz pk
,,General Mills: Fruit Gushers - Rasp Stra 4.25 oz Bag (CGD)
,,General Mills: Fruit Gushers - Super Sour Berry 4.25 oz Bag (CGD)
,,Charms: Blow Pop - Assorted Flavored Popsical 1 pc (CGD)
,,Goldenberg's: Peanut Chews - Original Dark 0.6 oz
,,Candy Pop: Popcorn - M&M Mini Candies 1 oz Bag (CGD)
,,Swedish Fish: And Friends 5.07 oz Bag (CGD)
,,Now & Later: Watermelon 6 ct Pk (CGD)
,,Ferrara: Laffy Taffy - Strawberry .81 oz pk (CGD)
,,Ferrara: Laffy Taffy - Grape .81 oz pk (CGD)
,,Ferrero: Chunky Original 1.4 oz pk (CGD)
,,General Mills: Fruit Gushers - Tropical 4.25 oz Bag (CGD)
,,Mondelez: Sour Patch Kids - Sour n Sweet 8 oz Bag (CGD)
,,Breath Savers: Peppermint .75 oz Pk (CGD)
,,Breath Saver: Spearmint .75 oz Pk (CGD)
,,Ferrero: Kinder Bueno 1.5 oz Bar (CGD)
,,American Licorice: Sour Punch - Assorted Flavors 5 oz Bag (CGD)
,,Jolly Rancher: Sour Lemonade Gummies 6.5 oz Bag (CGD)
,,Haribo: Peaches 5 oz Bag (CGD)
,,Ferrero: Baby Ruth Caramel Peanut Bar 1.9 oz pk (CGD)
,,Tootsie Roll: Junior Mints 1.84 oz Box (CGD)
,,Ice Breakers: Wintergreen Mints 1.5 oz pk (CGD)
,,Ice Breakers: Spearmint Mints 1.5 oz pk (CGD)
,,Now & Later: Strawberry 6 ct Pk (CGD)
,,Air Heads: Bites - Soft Filled Original Fruit 6 oz Bag (CGD)
,,Swedish Fish: Blue Raspberry Lemonade 8.04 oz Bag (CGD)
,,Now & Later: Grape 6 ct Pk (CGD)
,,Now & Later: Tropical Punch 6 ct Pk (CGD)
,,Tootsie: Dots Assorted Fruit Gumdrops 2.25 oz Box (CGD)
,,American Licorice: Sour Punch - Blue Raspberry Straws 2 oz pk (CGD)
,,Ferrero: Kinder Joy / NBA Toy .7 oz pk (CGD)
,,Skittles: Wild Berry & Tropical Bite Size Candies 7.2 oz Bag (CGD)
,,Tic Tac: Strawberry & Cream 1.7oz Box (CGD)
,,Hershey's: Kisses - Almond Milk Chocolate 4.84 oz Bag (CGD)
,,Uncle Eds: Orange Slices 3.5 oz Bag (CGD)
,,Uncle Eds: Jelly Beans 2.5 oz Bag (CGD)
,,Uncle Eds: Watermelon Rings 2.25 oz Bag (CGD)
,,Uncle Eds: Peach Rings 2.25 oz Bag (CGD)
,,Original Gourmet: Hard Candy - Lemon Drops 10 oz Bag (OGD)
,,Hershey's: Milk Chocolate 1.55 oz (CGD)
,,Twix: Caramel Cookie Bar 1.79 oz Pk (CGD)
,,Trolli: Sour Bursting Crawlers 4.25 oz Bag (CGD)
,,Mondelez: Sour Patch Kids - Tropical 8 oz Bag (CGD)
,,Morinaga: Hi-Chew Green Apple Candy 1.76 oz pk (CGD)
,,Mars: M&M Peanut Butter Chocolate Candies 5.1 oz Bag (CGD)
,,Nerds: Gummy Clusters - Very Berry 5 oz Bag (CGD)
,,Werther's: Original Hard Candies 5.5 oz Bag (CGD)
,,Nerds: Gummy Clusters Rain 3 oz Pouch (CGD)
,,Haribo: Gold Bears - Sour 4.5 oz Bag (CGD)
,,Haribo: Mini Rainbow Frogs 5 oz Bag (CGD)
,,Ferrero: Kinde Joy Go Variety (CGD)
,,Jolly Rancher: Hard Candy - Tropical 6.5 oz Pk (CGD)
,,Snickers: Almond Chocolate 1.76 oz Bar (CGD)
,,Uncle Eds: Gummy Butterflies 2.25 oz Bag (CGD)
,,Uncle Eds: Strawberry Puffs 2.25 oz Bag (CGD)
,,Haribo: Twin Snakes  - 5 oz Bag (CGD)
,,Hostess Halloween Scary Cakes 3.17 Oz(CGD)
,,Haribo: The Smurfs 4 oz Bag (CGD)
,,Hershey's: Reese's Peanut Butter Pieces 4.8 oz Bag (CGD)
,,
PM6CNG2CH5K2Y,Snacks - Chips,Frito Lay: Cheetos - Flamin' Hot 3 1/4 oz Bag
,,Frito Lay: Cheetos - Crunchy Cheese Original 2 7/8 oz Bag
,,Frito Lay: Chester's - Flamin' Hot 3 5/8 oz Bag
,,Frito Lay: Doritos - Nacho Cheese Chips 2 3/4 oz Bag
,,Frito Lay: Fritos - Corn Original Chips 3.5 oz Bag
,,Pringles: Cheddar Cheese Chips 2.5 oz Box (CGD)
,,Pringles: Original Chips 5.26 oz Box (CGD)
,,Pringles: Original Chips 2.3 oz Box (CGD)
,,Pringles: Pizza Chips 2.5 oz Box (CGD)
,,Pringles: Ranch Chips 5.5 oz Box (CGD)
,,Pringles: Salt & Vinegar Chips 5.5 oz Box (CGD)
,,Pringles: Sour Cream & Onion 5.57 oz box (CGD)
,,Pringles: Sour Cream & Onion Chips 2.5 oz Box (CGD)
,,Pringles: Cheddar Cheese Chips 5.57 oz Box (CGD)
,,Pringles: Pizza Chips 5.5 oz Box (CGD)
,,Pringles: BBQ Chips 5.5 oz Box (CGD)
,,Frito Lay: Lay's - Barbecue Chips 7 3/4 oz Bag
,,Frito Lay: Doritos - Spicy Nacho Chips 2 3/4 oz Bag
,,Frito Lay: Doritos - Nacho Cheese Chips 9 1/4 oz Bag
,,Frito Lay: Lay's - Kettle Cooked Sea Salt & Vinegar Chips 8 oz Bag
,,Frito Lay: Lay's - Salt & Vinegar Chips 2 5/8 oz Bag
,,Frito Lay: Doritos - Sweet Tangy BBQ Chips 2 3/4 oz Bag
,,Frito Lay: Tostitos - Original Restaurant Style 12 oz Bag
,,Frito Lay: Sun Chips - Harvest Cheddar Chips 2 1/2 oz Bag
,,Frito Lay: Lay's - Salt & Vinegar Chips 7 3/4 oz Bag
,,Frito Lay: Funyuns - Onion Flavored Rings 2 oz Bag
,,Frito Lay: Doritos - Cool Ranch Chips 9 1/4 oz Bag
,,Frito Lay: Lay's - Barbecue Chips 2.625 oz Bag
,,Frito Lay: Lay's - Sweet Southern Heat Barbecue Chips 2.625 oz Bag
,,Frito Lay: Lay's - Classic Original Chips 8 oz Bag
,,Frito Lay: Lay's - Classic Original Chips 2.625 oz Bag
,,Frito Lay: Lay's - Baked Original Chips 1.875 oz Bag
,,Frito Lay: Lay's - Sour Cream & Onion Chips 2.625 oz Bag
,,Frito Lay: Tostitos - Scoops Original Chips 10 oz Bag
,,Frito Lay: Ruffles - Cheddar & Sour Cream Chips 2 1/2 oz Bag
,,Frito Lay: Ruffles - Queso Cheese Chips 2 1/2 oz Bag
,,Frito Lay: Fritos - Corn Chilli Cheese Chips 3.5 oz Bag
,,Frito Lay: Smartfood - White Cheddar Popcorn 2 oz Bag
,,Frito Lay: Chester's - Butter Puffcorn 3.25 oz Bag
,,Frito Lay: Fritos - Corn Bar-B-Q Chips 3 1/2 oz Bag
,,Frito Lay: Lay's - Wavy Original Potato Chips 7 3/4 oz Bag
,,Frito Lay: Doritos - Spicy Nacho Chips 9 1/4 oz Bag
,,Frito Lay: Doritos - Flaming Hot Nacho Chips 2.75 oz Bag
,,Frito Lay: Tostitos - Hint of Lime Flavored Chips 11 oz Bag
,,Pringles: Salt & Vinegar Chips 2.5 oz Box (CGD)
,,My Dads: Barbecue Chips 2 oz Bag (RFD)
,,My Dads: Original Chips 2 oz Bag (RFD)
,,My Dads: Salt & Balsamic Vinegar Chips 2 oz Bag (RFD)
,,Frito Lay: Smartfood - Simply White Cheddar Popcorn 1 5/8 oz Bag
,,Frito Lay: Chester's - Cheese Puffcorn 4 1/4 oz Bag
,,Frito Lay: Lay's - Baked  Chips 6 1/4 oz Bag
,,Frito Lay: Doritos - Sweet Spicy Chili Chips 2 3/4 oz Bag
,,Frito Lay: Ruffles - Flaming Hot Cheddar & Sour Cream Chips 2 1/2 oz Bag
,,Frito Lay: Lay's - Kettle Cooked Jalapeno Chips 8 oz Bag
,,Frito Lay: Lay's - Kettle Cooked Sea Salt & Cracked Pepper Chips 8 oz Bag
,,Frito Lay: Lay's - Kettle Cooked Jalapeno Chips 2 1/2 oz Bag
,,Frito Lay: Tostitos - Scoops Multigrain Chips 10 oz Bag
,,My Dads: French Onion Chips 2 oz Bag (RFD)
,,Frito Lay: Cracker Jack - The Original Caramel Popcorn 4 1/8 oz Bag
,,Frito Lay: Ruffles - Sour Cream & Onions Chips 2 1/2 oz Bag
,,Frito Lay: Ruffles - Cheddar & Sour Cream Chips 7 3/4 oz Bag
,,Frito Lay: Cheetos - Puffs Cheese Original 2 5/8 oz Bag
,,Frito Lay: Fritos - Honey BBQ Corn Twists 3 1/2 oz Bag
,,Frito Lay: Doritos -dinamita Chile Lemon Chips 3 1/4 oz Bag
,,Frito Lay: Smartfood - White Cheddar Popcorn 6 3/4 oz Bag
